Date,High,Low,Open,Close,Volume,Adj Close
2000-08-01,4.8424999713897705,4.684999942779541,4.735000133514404,4.792500019073486,30370.5,4.792500019073486
2000-09-01,5.297499895095825,5.085000038146973,5.105000019073486,5.167500019073486,36617.0,5.167500019073486
2000-10-01,5.172499895095825,5.0299999713897705,5.134999990463257,5.141999959945679,34285.5,5.141999959945679
2000-11-01,6.075000047683716,5.700000047683716,5.775000095367432,5.9049999713897705,40754.0,5.9049999713897705
2000-12-01,9.074999809265137,8.235000133514404,8.875,8.556000232696533,19682.5,8.556000232696533
2001-01-01,7.900000095367432,7.400000095367432,7.71999979019165,7.480000019073486,20678.0,7.480000019073486
2001-02-01,5.860000133514404,5.539999961853027,5.699999809265137,5.59499979019165,24825.0,5.59499979019165
2001-03-01,5.302500009536743,5.0899999141693115,5.244999885559082,5.242500066757202,23097.5,5.242500066757202
2001-04-01,5.244999885559082,5.075999975204468,5.174999952316284,5.137999773025513,26328.0,5.137999773025513
2001-05-01,4.317500114440918,4.170000076293945,4.210000038146973,4.263000011444092,32139.5,4.263000011444092
2001-06-01,3.9800000190734863,3.747999906539917,3.884999990463257,3.8919999599456787,31549.0,3.8919999599456787
2001-07-01,3.2300000190734863,3.069999933242798,3.174999952316284,3.1649999618530273,28826.0,3.1649999618530273
2001-08-01,3.0950000286102295,2.944999933242798,3.0299999713897705,2.999000072479248,29689.0,2.999000072479248
2001-09-01,2.2899999618530273,2.2100000381469727,2.2649999856948853,2.2484999895095825,7328.5,2.2484999895095825
2001-10-01,2.5799999237060547,2.378000020980835,2.490000009536743,2.4860000610351562,33252.0,2.4860000610351562
2001-11-01,2.8149999380111694,2.6875,2.7575000524520874,2.79449999332428,37036.0,2.79449999332428
2001-12-01,2.75,2.6010000705718994,2.7100000381469727,2.686000108718872,39015.0,2.686000108718872
2002-01-01,2.2739999294281006,2.184999942779541,2.2300000190734863,2.2279999256134033,37198.0,2.2279999256134033
2002-02-01,2.3499999046325684,2.2330000400543213,2.25,2.2850000858306885,37964.0,2.2850000858306885
2002-03-01,3.084999918937683,2.8959999084472656,3.0285000801086426,3.0449999570846558,53879.0,3.0449999570846558
2002-04-01,3.5649999380111694,3.2825000286102295,3.390000104904175,3.412500023841858,53629.5,3.412500023841858
2002-05-01,3.680000066757202,3.5299999713897705,3.615000009536743,3.6019999980926514,51601.5,3.6019999980926514
2002-06-01,3.348499894142151,3.1924999952316284,3.256500005722046,3.243499994277954,43427.5,3.243499994277954
2002-07-01,3.0425000190734863,2.8674999475479126,2.9700000286102295,2.9375,44886.0,2.9375
2002-08-01,3.1500000953674316,2.9825000762939453,3.0399999618530273,3.1419999599456787,47991.0,3.1419999599456787
2002-09-01,3.612499952316284,3.3949999809265137,3.4574999809265137,3.500499963760376,50754.0,3.500499963760376
2002-10-01,4.25,4.074999809265137,4.164999961853027,4.145999908447266,46086.0,4.145999908447266
2002-11-01,4.03000020980835,3.884999990463257,3.940000057220459,3.9809999465942383,41691.0,3.9809999465942383
2002-12-01,5.09499979019165,4.71999979019165,4.965000152587891,4.961999893188477,38017.0,4.961999893188477
2003-01-01,5.539999961853027,5.329999923706055,5.324999809265137,5.420000076293945,44729.0,5.420000076293945
2003-02-01,6.070000171661377,5.869999885559082,5.90500020980835,5.9770002365112305,42461.0,5.9770002365112305
2003-03-01,5.585000038146973,5.269999980926514,5.360000133514404,5.360000133514404,25625.0,5.360000133514404
2003-04-01,5.480000019073486,5.239999771118164,5.349999904632568,5.410999774932861,30528.0,5.410999774932861
2003-05-01,6.110000133514404,5.900000095367432,5.960000038146973,6.014999866485596,37520.0,6.014999866485596
2003-06-01,5.96999979019165,5.659999847412109,5.855000019073486,5.804999828338623,36001.0,5.804999828338623
2003-07-01,5.121500015258789,4.994999885559082,5.085000038146973,5.0350000858306885,31714.5,5.0350000858306885
2003-08-01,5.079999923706055,4.869999885559082,4.96999979019165,4.964000225067139,32652.0,4.964000225067139
2003-09-01,4.724999904632568,4.619999885559082,4.679999828338623,4.660999774932861,37241.0,4.660999774932861
2003-10-01,5.019999980926514,4.809999942779541,4.920000076293945,4.9039998054504395,37094.0,4.9039998054504395
2003-11-01,4.920000076293945,4.6575000286102295,4.738999843597412,4.738499879837036,35757.5,4.738499879837036
