Date,NaturalGas,CrudeOil,HeatingOil,Consumption,Production,UndergroundStorage
2019-05-01,2.599500060081482,61.739999771118164,2.0533000230789185,2133985,3046445,6403000.0
2019-06-01,2.3265000581741333,53.619998931884766,1.826300024986267,2119341,2956304,6835476.0
2019-07-01,2.2949999570846558,57.42499923706055,1.9096499681472778,2393904,3071698,7088570.0
2019-08-01,2.1644999980926514,54.93000030517578,1.830649971961975,2433924,3146384,7374445.0
2019-09-01,2.5304999351501465,56.505001068115234,1.9363999962806702,2206252,3056535,7793013.0
2019-10-01,2.302999973297119,53.619998931884766,1.920799970626831,2306544,3186150,8140781.0
2019-11-01,2.6290000677108765,57.114999771118164,1.9240500330924988,2783754,3133926,7990012.0
2019-12-01,2.2939999103546143,60.209999084472656,2.004499912261963,3170717,3234746,7567872.0
2020-01-01,2.0769999027252197,58.22999954223633,1.8600000143051147,3299777,3194177,6996576.0
2020-02-01,1.843999981880188,50.75,1.6433000564575195,3041481,2984616,6460075.0
2020-03-01,1.7184999585151672,27.825000762939453,1.0890499949455261,2707481,3196236,6408672.0
2020-04-01,1.753000020980835,19.8700008392334,0.9322999715805054,2240544,3011842,6716451.0
2020-05-01,1.8079999685287476,28.494999885559082,0.909850001335144,2067048,2927037,7164234.0
2020-06-01,1.7199999690055847,38.435001373291016,1.152750015258789,2130675,2873001,7522519.0
2020-07-01,1.7785000205039978,40.70000076293945,1.238349974155426,2489307,3021331,7683812.0
2020-08-01,2.3519999980926514,42.58000183105469,1.2409000396728516,2401321,3011580,7911918.0
2020-09-01,2.309999942779541,39.93000030517578,1.1162999868392944,2171842,2917569,8228769.0
2020-10-01,2.825000047683716,39.989999771118164,1.1578999757766724,2320028,2991827,8321354.0
2020-11-01,2.884999990463257,41.39500045776367,1.2424499988555908,2434877,2984528,8325457.0
2020-12-01,2.583000063896179,47.31999969482422,1.4629999995231628,3167833,3088701,7735441.0
